시도별,주요 업종별,시점,사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원)
대전광역시,기타 프랜차이즈,2019,696,2835,260757,244543,159614,30670,14875,39383,27800
대전광역시,기타 프랜차이즈,2020,790,2578,272034,257376,170893,33050,16360,37074,29844
울산광역시,체인화 편의점,2018,883,3713,425055,411363,-,29549,12035,369779,24730
울산광역시,체인화 편의점,2019,867,3784,467427,442725,343713,36628,16876,45509,34557
울산광역시,체인화 편의점,2020,983,3711,458393,457808,332457,37027,8394,79930,31445
울산광역시,문구용품 및 회화용품 소매업,2018,27,73,9568,9033,-,734,511,7788,618
울산광역시,문구용품 및 회화용품 소매업,2019,22,48,5931,5162,4425,228,279,230,213
울산광역시,문구용품 및 회화용품 소매업,2020,21,51,6174,5740,4222,658,322,537,636
울산광역시,의약품 및 의료용품 소매업,2018,59,196,57902,51668,-,5092,1504,45072,4861
울산광역시,의약품 및 의료용품 소매업,2019,71,245,79837,72998,60371,5632,2845,4149,5392
울산광역시,의약품 및 의료용품 소매업,2020,74,237,81030,72929,58187,5876,2050,6816,5757
울산광역시,안경 및 렌즈 소매업,2018,66,179,19187,16805,-,3168,1823,11814,2497
울산광역시,안경 및 렌즈 소매업,2019,59,142,18223,15337,8629,2705,1644,2359,2489
울산광역시,안경 및 렌즈 소매업,2020,56,165,18784,16776,8605,3373,2073,2725,3333
울산광역시,한식 음식점업,2018,644,2618,179420,161257,-,30364,14069,116824,28979
울산광역시,한식 음식점업,2019,759,2685,193899,171185,93283,32167,18514,27222,30496
울산광역시,한식 음식점업,2020,854,2452,182192,170970,89114,28318,13906,39632,24194
울산광역시,외국식 음식점업,2018,168,851,58147,53008,-,11937,4702,36369,11122
울산광역시,외국식 음식점업,2019,161,725,55487,50531,26907,11691,4970,6962,11473
울산광역시,외국식 음식점업,2020,166,679,46758,44704,20747,10720,3790,9447,10689
울산광역시,제과점업,2018,158,763,61282,57296,-,6830,3541,46925,6460
울산광역시,제과점업,2019,163,843,71618,67500,47425,8160,4333,7581,8131
울산광역시,제과점업,2020,172,790,70114,65445,37106,8701,5321,14317,8399
울산광역시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,315,1217,67798,60484,-,10838,5023,44623,10269
울산광역시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,323,1289,75219,66670,36150,11108,6869,12544,10434
울산광역시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,369,1184,79688,73224,39297,11932,3634,18361,11201
울산광역시,치킨전문점,2018,725,1718,101435,84828,-,7243,5358,72227,6873
울산광역시,치킨전문점,2019,732,1751,114621,92631,63226,9553,6345,13508,9204
울산광역시,치킨전문점,2020,763,1634,117459,100047,66787,6669,5397,21193,6105
울산광역시,"김밥, 기타 간이음식점 및 포장 판매점",2018,291,925,45905,40468,-,6126,3403,30939,5697
울산광역시,"김밥, 기타 간이음식점 및 포장 판매점",2019,303,900,55502,48013,28773,7810,4992,6437,7759
울산광역시,"김밥, 기타 간이음식점 및 포장 판매점",2020,365,971,64819,56639,30860,10247,4828,10704,9838
울산광역시,생맥주 및 기타 주점업,2018,283,684,39082,34171,-,4428,3534,26209,4209
울산광역시,생맥주 및 기타 주점업,2019,217,525,33473,27391,15812,4677,3406,3496,4484
울산광역시,생맥주 및 기타 주점업,2020,244,501,29759,26987,14727,3267,2508,6486,3126
울산광역시,커피 및 기타 비알코올 음료점업,2018,491,1803,80575,70223,-,14906,9855,45462,14394
울산광역시,커피 및 기타 비알코올 음료점업,2019,441,1497,71265,59520,24279,13055,9924,12261,12704
울산광역시,커피 및 기타 비알코올 음료점업,2020,526,1565,76959,68154,26665,16179,10190,15120,15373
울산광역시,자동차 전문 수리업,2018,325,934,112312,100784,-,22219,2171,76394,18295
울산광역시,자동차 전문 수리업,2019,345,1086,123158,104488,66060,22441,3891,12096,21265
울산광역시,자동차 전문 수리업,2020,123,526,61849,54772,29999,14894,1979,7899,13794
울산광역시,두발 미용업,2018,59,317,14608,13477,-,3979,1918,7580,3201
울산광역시,두발 미용업,2019,75,410,20366,18624,2134,6379,2245,7866,5734
울산광역시,두발 미용업,2020,70,289,13857,11564,1546,3122,2035,4860,1689
울산광역시,가정용 세탁업,2018,114,191,10283,8692,-,807,859,7026,749
울산광역시,가정용 세탁업,2019,136,227,12641,7611,3143,791,1381,2295,702
울산광역시,가정용 세탁업,2020,126,176,9621,8200,2765,623,893,3919,518
울산광역시,기타 프랜차이즈,2018,557,1732,185212,134086,-,17839,10480,105767,16600
울산광역시,기타 프랜차이즈,2019,584,1738,228030,211210,146202,20517,12901,31592,18212
울산광역시,기타 프랜차이즈,2020,626,1819,233878,213010,122834,27623,19550,43003,25143
세종특별자치시,체인화 편의점,2018,232,933,104050,101624,-,7709,4213,89702,6113
세종특별자치시,체인화 편의점,2019,246,1055,122606,114312,86400,10439,6116,11357,10053
세종특별자치시,체인화 편의점,2020,287,1046,122150,122564,86492,11498,3026,21548,10514
세종특별자치시,문구용품 및 회화용품 소매업,2018,27,69,10378,9646,-,829,619,8198,728
세종특별자치시,문구용품 및 회화용품 소매업,2019,21,53,9531,7985,5991,608,539,846,561
세종특별자치시,문구용품 및 회화용품 소매업,2020,21,57,10037,9498,7166,739,660,933,702
세종특별자치시,의약품 및 의료용품 소매업,2018,21,61,11788,10499,-,876,692,8931,808
세종특별자치시,의약품 및 의료용품 소매업,2019,24,61,16781,14440,10709,1301,1032,1397,1123
세종특별자치시,의약품 및 의료용품 소매업,2020,29,68,18980,16739,13372,1139,766,1461,1032
세종특별자치시,안경 및 렌즈 소매업,2018,16,39,1991,1899,-,169,349,1381,164
세종특별자치시,안경 및 렌즈 소매업,2019,20,45,6651,5854,2950,915,952,1037,824
세종특별자치시,안경 및 렌즈 소매업,2020,22,47,6498,6086,3083,946,1008,1048,859
세종특별자치시,한식 음식점업,2018,227,953,57822,50582,-,10737,5567,34278,9875
세종특별자치시,한식 음식점업,2019,236,982,69558,59492,32365,12831,6878,7417,12515
세종특별자치시,한식 음식점업,2020,294,902,69050,65487,32206,11581,5793,15907,9906
세종특별자치시,외국식 음식점업,2018,67,358,24562,22000,-,5623,1638,14739,5057
세종특별자치시,외국식 음식점업,2019,54,251,21555,19164,9638,4572,1761,3193,4360
세종특별자치시,외국식 음식점업,2020,76,281,23729,25715,10646,5011,2359,7698,4911
세종특별자치시,제과점업,2018,57,303,21262,19963,-,2442,1789,15732,2201
세종특별자치시,제과점업,2019,53,271,21416,19109,11177,3227,1368,3337,3113
세종특별자치시,제과점업,2020,63,324,25651,24393,15718,3183,1851,3641,3174
세종특별자치시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,77,393,21714,19683,-,3650,1846,14187,3420
세종특별자치시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,87,448,30750,27921,13362,5710,2464,6386,5500
세종특별자치시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,110,471,35482,32943,16726,6163,2112,7942,5169
세종특별자치시,치킨전문점,2018,145,425,29478,25860,-,3205,2676,19979,2741
세종특별자치시,치킨전문점,2019,168,512,39098,33905,19161,5675,3037,6032,5415
세종특별자치시,치킨전문점,2020,165,473,38493,32704,19616,3602,2485,7000,3344
세종특별자치시,"김밥, 기타 간이음식점 및 포장 판매점",2018,105,358,18885,16865,-,2719,2098,12048,2446
세종특별자치시,"김밥, 기타 간이음식점 및 포장 판매점",2019,114,421,26705,23049,12360,3904,2339,4446,3786
세종특별자치시,"김밥, 기타 간이음식점 및 포장 판매점",2020,139,440,29943,26450,13543,4211,2768,5929,3834
세종특별자치시,생맥주 및 기타 주점업,2018,58,151,7796,6801,-,1045,877,4879,960
세종특별자치시,생맥주 및 기타 주점업,2019,59,147,8300,7160,3418,1311,1156,1275,1257
세종특별자치시,생맥주 및 기타 주점업,2020,57,133,7054,6467,2863,1183,784,1638,1053
세종특별자치시,커피 및 기타 비알코올 음료점업,2018,106,435,15758,14556,-,3266,2276,9014,3064
세종특별자치시,커피 및 기타 비알코올 음료점업,2019,117,398,20357,16983,7280,3980,2751,2973,3626
세종특별자치시,커피 및 기타 비알코올 음료점업,2020,137,434,22255,20268,7622,5129,2499,5018,4919
세종특별자치시,자동차 전문 수리업,2018,24,102,11099,10018,-,2448,403,7167,2008
세종특별자치시,자동차 전문 수리업,2019,33,146,18154,15106,7401,4342,872,2491,3807
세종특별자치시,자동차 전문 수리업,2020,24,94,12911,11094,5482,2300,223,3089,2072
세종특별자치시,두발 미용업,2018,34,139,6407,5777,-,1539,890,3348,1416
세종특별자치시,두발 미용업,2019,40,136,6985,6045,684,1615,957,2788,1504
세종특별자치시,두발 미용업,2020,26,114,5738,5310,1409,1442,732,1727,1421
세종특별자치시,가정용 세탁업,2018,52,112,4780,3899,-,910,574,2415,788
세종특별자치시,가정용 세탁업,2019,59,112,6324,4860,944,1030,697,2189,893
세종특별자치시,가정용 세탁업,2020,68,88,4876,4038,659,544,580,2255,417
세종특별자치시,기타 프랜차이즈,2018,154,570,54522,48327,-,6271,4046,38010,5831
세종특별자치시,기타 프랜차이즈,2019,132,480,58376,56458,32576,7798,3207,12877,7017
세종특별자치시,기타 프랜차이즈,2020,166,490,58024,54071,28036,8775,6768,10491,7820
경기도,체인화 편의점,2018,10536,47714,5505437,5307758,-,414629,175613,4717516,343955
경기도,체인화 편의점,2019,10764,56528,6947792,6591569,4906020,544871,220455,920223,521488
경기도,체인화 편의점,2020,12280,56042,6851704,6767837,4923370,519073,261256,1064138,504866
경기도,문구용품 및 회화용품 소매업,2018,459,1255,178772,163478,-,14673,11230,137575,12948
경기도,문구용품 및 회화용품 소매업,2019,456,1210,185209,169446,127636,13831,12537,15442,13571
경기도,문구용품 및 회화용품 소매업,2020,471,1173,196648,178960,129238,14747,12554,22421,14075
경기도,의약품 및 의료용품 소매업,2018,928,3268,971608,882553,-,75726,29384,777443,67809
경기도,의약품 및 의료용품 소매업,2019,976,3431,966174,897526,717080,74196,31769,74482,68802
경기도,의약품 및 의료용품 소매업,2020,1068,3494,1110879,1041090,845408,77686,36745,81250,68372
경기도,안경 및 렌즈 소매업,2018,687,2049,249647,215981,-,37563,31170,147248,34429
경기도,안경 및 렌즈 소매업,2019,708,2115,266591,239535,129142,42004,37378,31012,39563
경기도,안경 및 렌즈 소매업,2020,809,2073,267602,239430,123118,41870,36619,37823,38751
경기도,한식 음식점업,2018,7602,33158,2374282,2151664,-,407538,219036,1525090,392846
경기도,한식 음식점업,2019,8144,34733,2741220,2452405,1281796,490411,255534,424665,482166
경기도,한식 음식점업,2020,9462,31278,2616827,2442929,1147584,461240,289258,544846,446083
경기도,외국식 음식점업,2018,2051,11764,763105,671811,-,164127,70751,436933,155207
경기도,외국식 음식점업,2019,2037,11165,818059,727929,359365,175099,84909,108556,171208
경기도,외국식 음식점업,2020,2332,10806,804449,761988,343743,177254,81358,159632,172206
경기도,제과점업,2018,1832,9095,831010,779773,-,85766,59835,634172,79689
경기도,제과점업,2019,1847,8714,881250,821250,584052,92448,68762,75988,90658
경기도,제과점업,2020,1957,8856,896551,844379,550357,102471,64886,126666,97366
경기도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,2834,15208,882458,802639,-,146713,72341,583585,140135
경기도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,3037,15985,988323,872221,471295,176418,87631,136877,173353
경기도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,3518,14745,1074619,966339,510097,165217,81483,209542,156515
경기도,치킨전문점,2018,5883,16243,1087521,947103,-,94582,75558,776963,85490
경기도,치킨전문점,2019,6122,16094,1392945,1211966,768977,122701,100248,220039,121565
경기도,치킨전문점,2020,6576,15080,1432803,1238225,760942,99169,95586,282529,85509
경기도,"김밥, 기타 간이음식점 및 포장 판매점",2018,3262,12134,646995,575507,-,102053,62741,410713,96845
경기도,"김밥, 기타 간이음식점 및 포장 판매점",2019,3411,12278,780692,685219,370123,124502,79496,111097,122127
경기도,"김밥, 기타 간이음식점 및 포장 판매점",2020,4076,12134,840433,755650,410317,114367,81450,149515,101124
경기도,생맥주 및 기타 주점업,2018,2419,8062,478642,422773,-,71268,55050,296455,65455
경기도,생맥주 및 기타 주점업,2019,2188,6877,451077,385992,204846,69363,53163,58621,68706
경기도,생맥주 및 기타 주점업,2020,2252,6333,393377,344597,158109,62938,46460,77090,55193
경기도,커피 및 기타 비알코올 음료점업,2018,4139,18018,782879,698660,-,149151,108999,440510,142380
경기도,커피 및 기타 비알코올 음료점업,2019,4353,19521,892115,782931,320899,178426,132257,151350,171316
경기도,커피 및 기타 비알코올 음료점업,2020,5136,18352,915578,819583,333509,174366,123246,188462,159008
경기도,자동차 전문 수리업,2018,1625,6914,856857,772099,-,218404,34489,519206,175303
경기도,자동차 전문 수리업,2019,1606,7547,901472,847304,421708,223984,39659,161952,210343
경기도,자동차 전문 수리업,2020,1426,6993,867174,792137,370541,217334,41749,162512,199456
경기도,두발 미용업,2018,1198,6421,287534,259317,-,74081,38286,146950,63827
경기도,두발 미용업,2019,1199,6861,341709,298717,79993,95765,44889,78069,82584
경기도,두발 미용업,2020,1230,5846,295871,259766,49732,86206,35428,88400,65391
경기도,가정용 세탁업,2018,1382,2738,144992,122479,-,21847,13889,86743,18569
경기도,가정용 세탁업,2019,1461,2954,181887,145669,61268,24009,19903,40488,21157
경기도,가정용 세탁업,2020,1422,2171,146706,125303,42231,20937,16936,45199,15978
경기도,기타 프랜차이즈,2018,5553,21317,1802454,1694470,-,251479,150548,1292443,235634
경기도,기타 프랜차이즈,2019,6277,23236,2135441,1930863,1193814,264785,201575,270688,253043
경기도,기타 프랜차이즈,2020,6692,21785,2140175,2001466,1177069,290337,162303,371757,273591
강원도,체인화 편의점,2018,1704,6422,800667,764918,-,59284,20337,685297,46343
강원도,체인화 편의점,2019,1801,7137,921707,848330,622645,63180,32339,130166,61061
강원도,체인화 편의점,2020,1989,7142,911279,914674,656297,79582,21301,157494,70588
강원도,문구용품 및 회화용품 소매업,2018,72,152,20320,18597,-,1025,689,16883,805
강원도,문구용품 및 회화용품 소매업,2019,72,142,16889,13972,10453,1085,688,1745,1009
강원도,문구용품 및 회화용품 소매업,2020,70,152,18123,16181,12992,1102,552,1536,943
강원도,의약품 및 의료용품 소매업,2018,97,300,114209,104836,-,6648,2183,96005,5812
강원도,의약품 및 의료용품 소매업,2019,110,320,110942,101639,80895,6109,3592,11043,5700
강원도,의약품 및 의료용품 소매업,2020,129,375,140982,129253,111589,6943,2337,8384,6598
강원도,안경 및 렌즈 소매업,2018,82,231,31340,26284,-,5462,2502,18320,4179
강원도,안경 및 렌즈 소매업,2019,84,236,29186,24902,14037,4548,2840,3478,4312
강원도,안경 및 렌즈 소매업,2020,80,243,27434,24130,12248,5299,2524,4060,5135
강원도,한식 음식점업,2018,729,2623,168981,149399,-,26966,10940,111493,24791
강원도,한식 음식점업,2019,845,2994,221191,195530,109196,34807,15128,36399,34471
강원도,한식 음식점업,2020,940,2780,207400,193543,101508,33813,12979,45243,30251
강원도,외국식 음식점업,2018,166,1049,65223,57189,-,13295,3622,40272,12231
강원도,외국식 음식점업,2019,189,1191,88416,81613,37290,21819,5573,16931,20606
강원도,외국식 음식점업,2020,223,1090,80529,76887,33605,21198,5030,17054,17317
강원도,제과점업,2018,230,872,79775,73982,-,7722,4058,62202,6842
강원도,제과점업,2019,230,948,80887,74702,50048,9997,5433,9224,9905
강원도,제과점업,2020,242,880,84223,79674,53861,9933,4980,10901,9821
강원도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,438,1722,105295,92762,-,15704,6635,70423,14453
강원도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,497,2013,124406,111756,64075,18934,5974,22773,18307
강원도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,530,1717,123778,113335,63563,17587,5753,26432,16419
강원도,치킨전문점,2018,1043,2402,144553,117506,-,8571,7360,101575,7982
강원도,치킨전문점,2019,1072,2358,171617,145571,104262,11650,7698,21961,11172
강원도,치킨전문점,2020,1135,2206,174944,149689,99400,11886,8816,29587,10761
강원도,"김밥, 기타 간이음식점 및 포장 판매점",2018,401,1279,66896,58128,-,9802,4133,44193,9163
강원도,"김밥, 기타 간이음식점 및 포장 판매점",2019,388,1158,68883,58083,35598,9075,5094,8317,8947
강원도,"김밥, 기타 간이음식점 및 포장 판매점",2020,444,1177,77444,67577,40708,9630,4865,12374,8736
강원도,생맥주 및 기타 주점업,2018,430,1000,54256,45864,-,5494,4473,35897,4943
강원도,생맥주 및 기타 주점업,2019,375,821,48808,39234,22482,5792,4402,6558,5569
강원도,생맥주 및 기타 주점업,2020,362,742,41791,36623,17329,5811,3771,9712,5188
강원도,커피 및 기타 비알코올 음료점업,2018,473,1830,78212,69139,-,15758,7007,46374,14918
강원도,커피 및 기타 비알코올 음료점업,2019,504,2012,90386,75669,35234,19266,8427,12743,19177
강원도,커피 및 기타 비알코올 음료점업,2020,580,1980,98708,83324,37855,18987,7571,18911,17754
강원도,자동차 전문 수리업,2018,481,1549,157493,140649,-,31781,2850,106018,25750
강원도,자동차 전문 수리업,2019,513,1881,199537,182794,104431,39969,4488,33906,37923
강원도,자동차 전문 수리업,2020,228,1176,123477,111691,58486,31875,3214,18116,27918
강원도,두발 미용업,2018,52,223,10281,9185,-,2741,1018,5426,2495
강원도,두발 미용업,2019,45,170,8988,8267,1738,2497,1159,2872,1964
강원도,두발 미용업,2020,38,159,7443,6696,1712,1832,781,2371,1338
강원도,가정용 세탁업,2018,76,153,7044,5595,-,969,512,4114,840
강원도,가정용 세탁업,2019,83,218,9516,7533,2104,1507,820,3103,1361
강원도,가정용 세탁업,2020,86,141,7002,5662,2348,876,741,1697,797
강원도,기타 프랜차이즈,2018,643,1967,234368,183686,-,22654,9110,151922,20276
강원도,기타 프랜차이즈,2019,701,2080,297599,272839,190572,24280,11683,46305,21504
강원도,기타 프랜차이즈,2020,828,2434,293813,281859,172015,43221,17530,49093,38664
충청북도,체인화 편의점,2018,1426,5598,663086,636183,-,48249,16593,571341,39653
충청북도,체인화 편의점,2019,1458,5915,690509,634468,457162,50728,19216,107361,48739
충청북도,체인화 편의점,2020,1631,5906,683061,692835,497956,51325,18145,125409,42812
충청북도,문구용품 및 회화용품 소매업,2018,67,182,36764,33286,-,2214,1247,29825,1418
충청북도,문구용품 및 회화용품 소매업,2019,60,173,28936,24667,19148,2334,1108,2078,2200
충청북도,문구용품 및 회화용품 소매업,2020,56,163,28590,26127,20757,2081,929,2360,1928
충청북도,의약품 및 의료용품 소매업,2018,69,288,92372,81770,-,8574,1793,71403,7359
충청북도,의약품 및 의료용품 소매업,2019,78,294,101178,88734,68482,8213,1803,10235,7104
충청북도,의약품 및 의료용품 소매업,2020,85,299,107000,96672,80995,7197,1963,6517,6563
충청북도,안경 및 렌즈 소매업,2018,124,299,35026,28585,-,5200,2904,20481,4440
충청북도,안경 및 렌즈 소매업,2019,126,306,31185,26467,15114,4821,3501,3031,4492
충청북도,안경 및 렌즈 소매업,2020,126,301,32361,28856,14758,5386,3506,5207,4965
충청북도,한식 음식점업,2018,972,3609,257003,225722,-,38398,18738,168586,35603
충청북도,한식 음식점업,2019,1090,3764,274295,228599,135849,41805,23200,27745,41058
충청북도,한식 음식점업,2020,1234,3424,255806,237628,129369,39770,19969,48520,35486
충청북도,외국식 음식점업,2018,193,992,63880,55736,-,13551,4139,38046,12458
충청북도,외국식 음식점업,2019,204,966,61961,54209,26514,14089,5115,8490,13670
충청북도,외국식 음식점업,2020,248,957,64752,60656,28857,14786,4470,12543,12899
충청북도,제과점업,2018,265,1029,96399,87968,-,10008,5943,72017,9330
충청북도,제과점업,2019,278,1136,86585,72277,46837,12729,5311,7400,12367
충청북도,제과점업,2020,284,995,82824,77252,51396,8593,4928,12335,7892
충청북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,396,1670,100998,89878,-,14094,6490,69294,12750
충청북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,426,1885,118531,98792,59663,17137,7319,14673,17005
충청북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,494,1710,119819,108474,59260,18142,7495,23577,17203
충청북도,치킨전문점,2018,881,2056,128162,104877,-,8263,6520,90094,7736
충청북도,치킨전문점,2019,907,2075,165122,128283,93244,12479,9182,13378,12203
충청북도,치킨전문점,2020,965,1954,167174,145200,97416,11320,9849,26615,9443
충청북도,"김밥, 기타 간이음식점 및 포장 판매점",2018,407,1153,61462,52376,-,7648,4795,39933,6866
충청북도,"김밥, 기타 간이음식점 및 포장 판매점",2019,442,1244,73217,58364,33827,9901,7107,7529,9017
충청북도,"김밥, 기타 간이음식점 및 포장 판매점",2020,481,1215,76427,66352,40899,8697,5049,11706,7338
충청북도,생맥주 및 기타 주점업,2018,465,1109,60969,51070,-,6706,5985,38379,6285
충청북도,생맥주 및 기타 주점업,2019,406,989,53913,42624,23480,7529,5971,5644,7382
충청북도,생맥주 및 기타 주점업,2020,406,917,47089,41387,20159,7678,4136,9413,6726
충청북도,커피 및 기타 비알코올 음료점업,2018,417,1635,72462,63705,-,13155,8429,42121,12334
충청북도,커피 및 기타 비알코올 음료점업,2019,443,1694,86941,70401,33574,16843,12351,7633,16678
충청북도,커피 및 기타 비알코올 음료점업,2020,554,1849,87100,78320,33421,16890,11234,16775,15422
충청북도,자동차 전문 수리업,2018,244,1048,120532,109755,-,29111,2337,78307,23952
충청북도,자동차 전문 수리업,2019,245,1178,131733,122609,69017,34424,3766,15402,32332
충청북도,자동차 전문 수리업,2020,195,973,119078,109513,60364,28067,3103,17979,25398
충청북도,두발 미용업,2018,75,291,14513,12508,-,2787,1076,8645,2393
충청북도,두발 미용업,2019,73,257,12282,11322,2134,3179,1439,4569,2904
충청북도,두발 미용업,2020,76,256,14831,13334,4274,3379,1799,3881,2931
충청북도,가정용 세탁업,2018,91,132,8058,6501,-,699,648,5154,581
충청북도,가정용 세탁업,2019,118,187,11518,7728,2440,963,1163,3161,698
충청북도,가정용 세탁업,2020,123,144,9258,6725,1116,146,978,4485,146
충청북도,기타 프랜차이즈,2018,707,2137,223054,210315,-,26824,11107,172384,23643
충청북도,기타 프랜차이즈,2019,762,2305,264363,240270,167531,29037,13632,30071,26998
충청북도,기타 프랜차이즈,2020,848,2270,283252,260515,183535,30465,13025,33490,26578
충청남도,체인화 편의점,2018,2115,7950,995925,958302,-,70072,27538,860692,54656
충청남도,체인화 편의점,2019,2136,8279,1109367,1033756,771810,73296,29820,158829,69287
충청남도,체인화 편의점,2020,2377,8101,1090126,1086350,780030,73362,34846,198113,61368
충청남도,문구용품 및 회화용품 소매업,2018,80,206,35536,32974,-,2712,1174,29088,2214
충청남도,문구용품 및 회화용품 소매업,2019,78,198,35481,31493,25182,2348,1084,2879,2074
충청남도,문구용품 및 회화용품 소매업,2020,80,217,40631,37728,29466,2963,1746,3553,2586
충청남도,의약품 및 의료용품 소매업,2018,93,347,106379,96650,-,8060,2558,86032,7349
충청남도,의약품 및 의료용품 소매업,2019,93,350,94444,87433,68370,8361,3430,7272,8053
충청남도,의약품 및 의료용품 소매업,2020,95,344,105931,97222,80617,6630,3190,6784,6401
충청남도,안경 및 렌즈 소매업,2018,142,399,49705,42173,-,7823,4260,30090,6782
충청남도,안경 및 렌즈 소매업,2019,127,364,44251,38035,21890,6728,3996,5421,6432
충청남도,안경 및 렌즈 소매업,2020,123,346,44362,39072,20675,7646,4341,6411,7241
충청남도,한식 음식점업,2018,1455,5309,361721,321943,-,57265,27055,237623,52216
충청남도,한식 음식점업,2019,1501,5477,381394,328792,190432,63444,30172,44743,62231
충청남도,한식 음식점업,2020,1679,4904,357116,333604,177122,59308,26442,70733,49637
충청남도,외국식 음식점업,2018,304,1554,106028,95053,-,22207,8264,64582,19998
충청남도,외국식 음식점업,2019,295,1374,107771,94433,48854,21606,8914,15060,21136
충청남도,외국식 음식점업,2020,331,1377,101995,97164,44773,22806,8526,21060,21486
충청남도,제과점업,2018,307,1324,125628,116801,-,14210,6832,95759,13260
충청남도,제과점업,2019,332,1397,126213,112772,76936,16907,7597,11332,16316
충청남도,제과점업,2020,330,1275,119476,110432,72923,15078,6509,15921,14371
충청남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,561,2317,143107,127964,-,22506,10559,94899,20814
충청남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,597,2619,168402,149095,84737,26443,13461,24453,25873
충청남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,643,2265,175251,161684,89855,25634,11220,34975,21800
충청남도,치킨전문점,2018,1234,2903,188719,157763,-,11963,10056,135744,10604
충청남도,치킨전문점,2019,1211,2840,220387,183190,120078,12296,12804,38011,12157
충청남도,치킨전문점,2020,1229,2664,216679,185678,120150,15261,10771,39496,13208
충청남도,"김밥, 기타 간이음식점 및 포장 판매점",2018,629,1909,98204,85345,-,12991,8173,64181,12124
충청남도,"김밥, 기타 간이음식점 및 포장 판매점",2019,577,1641,96914,81950,47685,12477,8278,13510,11927
충청남도,"김밥, 기타 간이음식점 및 포장 판매점",2020,662,1593,98660,86794,49773,11600,6845,18576,10003
충청남도,생맥주 및 기타 주점업,2018,514,1383,78019,67275,-,9300,8140,49835,8486
충청남도,생맥주 및 기타 주점업,2019,448,1271,75339,63092,32798,11070,8809,10415,10893
충청남도,생맥주 및 기타 주점업,2020,436,1154,63609,57390,28232,10527,5785,12845,9854
충청남도,커피 및 기타 비알코올 음료점업,2018,633,2291,106865,95275,-,19247,11698,64330,18041
충청남도,커피 및 기타 비알코올 음료점업,2019,631,2483,134165,115114,54624,24301,14577,21611,23764
충청남도,커피 및 기타 비알코올 음료점업,2020,724,2300,128869,112581,46235,25864,13297,27185,23270
충청남도,자동차 전문 수리업,2018,317,1296,154745,138515,-,36792,3269,98454,29311
충청남도,자동차 전문 수리업,2019,325,1478,175534,157283,83746,42551,4008,26977,40211
충청남도,자동차 전문 수리업,2020,270,1319,159888,145896,71002,42363,4393,28137,39806
충청남도,두발 미용업,2018,90,353,15616,13282,-,4152,1501,7629,3511
충청남도,두발 미용업,2019,101,411,20645,18476,5234,5297,2180,5765,5049
충청남도,두발 미용업,2020,102,421,24101,20567,4473,6026,2146,7921,5232
충청남도,가정용 세탁업,2018,189,357,18682,16017,-,2957,1481,11579,2523
충청남도,가정용 세탁업,2019,195,341,17710,15151,4910,3339,2222,4680,2826
충청남도,가정용 세탁업,2020,188,275,15832,14379,3291,2732,2611,5745,1337
충청남도,기타 프랜차이즈,2018,943,3296,324785,289378,-,46824,17763,224791,39333
충청남도,기타 프랜차이즈,2019,989,3271,309747,272574,162537,36440,20828,52768,34930
충청남도,기타 프랜차이즈,2020,1074,3146,341694,311088,187965,41492,25232,56399,36452
전라북도,체인화 편의점,2018,1286,4770,549682,527978,-,42106,13795,472077,30395
전라북도,체인화 편의점,2019,1262,5211,577450,536436,394533,47736,19608,74559,46488
전라북도,체인화 편의점,2020,1437,5136,570729,570385,408765,49444,10690,101485,42739
전라북도,문구용품 및 회화용품 소매업,2018,49,120,15708,14788,-,1246,583,12959,1135
전라북도,문구용품 및 회화용품 소매업,2019,47,114,13884,12861,10266,1073,480,1041,1019
전라북도,문구용품 및 회화용품 소매업,2020,46,111,14447,12959,9960,1165,387,1448,1057
전라북도,의약품 및 의료용품 소매업,2018,108,369,118324,106619,-,7941,1840,96838,7153
전라북도,의약품 및 의료용품 소매업,2019,94,337,85185,75881,61881,6004,1229,6767,5785
전라북도,의약품 및 의료용품 소매업,2020,99,330,97152,89150,76084,6254,1075,5737,5446
전라북도,안경 및 렌즈 소매업,2018,165,400,45515,37736,-,6486,3576,27674,5819
