시도별,주요 업종별,시점,사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원)
전라북도,안경 및 렌즈 소매업,2019,148,361,35902,29127,16468,5899,2697,4063,5591
전라북도,안경 및 렌즈 소매업,2020,151,383,38643,33685,16533,6613,3275,7263,6080
전라북도,한식 음식점업,2018,932,3802,247806,221915,-,38627,16434,166854,36664
전라북도,한식 음식점업,2019,1018,4226,289032,255640,146645,48495,22045,38455,46975
전라북도,한식 음식점업,2020,1137,3755,265702,250308,146068,40385,17599,46255,38439
전라북도,외국식 음식점업,2018,196,1151,75895,68287,-,16190,4904,47193,15207
전라북도,외국식 음식점업,2019,200,1144,73946,65660,34421,17045,5623,8569,16593
전라북도,외국식 음식점업,2020,229,1083,76761,72212,36588,17015,5894,12716,16700
전라북도,제과점업,2018,247,987,90241,84271,-,9088,4374,70809,8226
전라북도,제과점업,2019,262,996,95527,89651,58147,10794,4040,16669,10345
전라북도,제과점업,2020,277,948,97388,92005,63423,11604,5393,11585,11111
전라북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,421,1517,88219,78742,-,11981,5384,61377,11179
전라북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,467,1793,103059,88333,53641,15465,6750,12476,15143
전라북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,531,1631,108522,101034,61695,16016,5806,17517,15180
전라북도,치킨전문점,2018,835,2189,131916,108552,-,10280,6538,91734,9678
전라북도,치킨전문점,2019,812,2357,163312,133044,91941,15105,8825,17173,14392
전라북도,치킨전문점,2020,896,2207,167576,148171,100891,13818,8831,24631,13123
전라북도,"김밥, 기타 간이음식점 및 포장 판매점",2018,473,1571,82391,69696,-,12088,5849,51759,11285
전라북도,"김밥, 기타 간이음식점 및 포장 판매점",2019,505,1584,105291,88715,53027,14656,7127,13904,13906
전라북도,"김밥, 기타 간이음식점 및 포장 판매점",2020,571,1597,110028,98791,58861,14278,6613,19039,12737
전라북도,생맥주 및 기타 주점업,2018,462,1266,70796,59655,-,8530,5757,45368,8057
전라북도,생맥주 및 기타 주점업,2019,371,1099,62606,50820,28672,9422,4854,7872,9036
전라북도,생맥주 및 기타 주점업,2020,391,1031,55315,50229,26778,9134,4643,9673,8722
전라북도,커피 및 기타 비알코올 음료점업,2018,612,2507,98905,85217,-,18263,9972,56982,17422
전라북도,커피 및 기타 비알코올 음료점업,2019,650,2700,118046,100317,45513,22561,12317,19926,21836
전라북도,커피 및 기타 비알코올 음료점업,2020,729,2489,113016,96218,40476,23001,12622,20119,21730
전라북도,자동차 전문 수리업,2018,278,1026,108479,97712,-,22513,1064,74135,18196
전라북도,자동차 전문 수리업,2019,268,1029,109096,96242,57096,25349,1097,12701,23971
전라북도,자동차 전문 수리업,2020,230,885,103962,91317,47745,22375,1196,20002,20338
전라북도,두발 미용업,2018,85,356,12254,10816,-,3851,1571,5394,3404
전라북도,두발 미용업,2019,65,245,12139,10886,2876,4005,1063,2942,3607
전라북도,두발 미용업,2020,76,277,12604,10799,1859,3310,1367,4264,3193
전라북도,가정용 세탁업,2018,139,215,7687,5945,-,625,651,4669,608
전라북도,가정용 세탁업,2019,107,172,6627,4277,2033,540,726,978,466
전라북도,가정용 세탁업,2020,98,127,6419,5971,3588,684,338,1361,550
전라북도,기타 프랜차이즈,2018,730,2318,252319,236553,-,25339,12118,199096,23719
전라북도,기타 프랜차이즈,2019,784,2232,287094,259408,195340,27392,14631,22044,26050
전라북도,기타 프랜차이즈,2020,870,2433,288866,267482,179181,30362,12063,45875,28351
전라남도,체인화 편의점,2018,1125,4327,534437,514791,-,32709,11582,470500,27484
전라남도,체인화 편의점,2019,1174,5223,601852,579727,433902,40792,15592,89441,39454
전라남도,체인화 편의점,2020,1369,5185,593259,593109,424723,42982,11258,114146,36045
전라남도,문구용품 및 회화용품 소매업,2018,63,155,22725,20365,-,1382,504,18479,1261
전라남도,문구용품 및 회화용품 소매업,2019,64,156,22701,20547,16355,1272,798,2122,1199
전라남도,문구용품 및 회화용품 소매업,2020,68,165,25170,22921,17822,1544,500,3055,1404
전라남도,의약품 및 의료용품 소매업,2018,121,423,138180,121898,-,9481,2027,110390,8481
전라남도,의약품 및 의료용품 소매업,2019,129,477,174370,153973,131835,10312,1778,10047,9712
전라남도,의약품 및 의료용품 소매업,2020,129,446,177486,160820,135831,10943,2617,11430,10610
전라남도,안경 및 렌즈 소매업,2018,137,341,39792,34353,-,4877,3684,25792,4353
전라남도,안경 및 렌즈 소매업,2019,124,327,37201,31645,17876,5241,4204,4325,4939
전라남도,안경 및 렌즈 소매업,2020,120,298,34423,30585,16797,4583,3098,6108,4342
전라남도,한식 음식점업,2018,728,2759,173523,155788,-,26547,9475,119766,25357
전라남도,한식 음식점업,2019,781,2855,185545,154483,90629,29591,10568,23694,29253
전라남도,한식 음식점업,2020,973,2620,184157,170132,94178,26714,8670,40570,25957
전라남도,외국식 음식점업,2018,163,803,53038,47709,-,9237,3039,35433,8744
전라남도,외국식 음식점업,2019,167,815,53155,46866,24484,10247,3889,8245,10028
전라남도,외국식 음식점업,2020,201,859,58336,54586,27928,11557,4597,10504,11515
전라남도,제과점업,2018,234,943,85951,78464,-,10146,3939,64379,9312
전라남도,제과점업,2019,257,1054,92101,82254,57412,11730,4571,8541,11793
전라남도,제과점업,2020,267,964,90393,84875,55652,12046,5514,11663,11278
전라남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,409,1466,87879,79181,-,11035,4994,63152,10380
전라남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,404,1423,95283,81735,52048,11774,6264,11649,11361
전라남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,453,1429,107470,97572,59760,13356,4532,19924,12520
전라남도,치킨전문점,2018,833,2091,120389,111511,-,8277,4459,98775,7996
전라남도,치킨전문점,2019,809,2196,124284,101708,71515,10107,6245,13842,9882
전라남도,치킨전문점,2020,933,2071,132355,116119,76016,8924,5305,25874,8222
전라남도,"김밥, 기타 간이음식점 및 포장 판매점",2018,423,1277,64894,57163,-,8588,4026,44549,8229
전라남도,"김밥, 기타 간이음식점 및 포장 판매점",2019,426,1235,69851,57778,33308,9472,5706,9293,9386
전라남도,"김밥, 기타 간이음식점 및 포장 판매점",2020,468,1167,68749,59007,36866,7420,3641,11080,7169
전라남도,생맥주 및 기타 주점업,2018,631,1231,66722,54845,-,5559,5220,44066,5380
전라남도,생맥주 및 기타 주점업,2019,431,867,53849,42177,25795,5522,5017,5843,5382
전라남도,생맥주 및 기타 주점업,2020,404,758,43269,37445,20600,5345,3407,8094,4741
전라남도,커피 및 기타 비알코올 음료점업,2018,525,1967,93581,80961,-,15991,7872,57098,14668
전라남도,커피 및 기타 비알코올 음료점업,2019,545,2064,109017,89235,42459,20751,9197,16828,20011
전라남도,커피 및 기타 비알코올 음료점업,2020,662,2169,113334,95180,44192,19713,8904,22372,18702
전라남도,자동차 전문 수리업,2018,307,1181,118028,105642,-,27404,1280,76958,22881
전라남도,자동차 전문 수리업,2019,316,1395,135510,120451,63391,35268,1709,20082,32668
전라남도,자동차 전문 수리업,2020,240,1128,116817,104361,52104,28453,1663,22141,25326
전라남도,두발 미용업,2018,46,169,5985,5101,-,1622,780,2699,1452
전라남도,두발 미용업,2019,46,170,6635,6109,1733,1750,1015,1611,1534
전라남도,두발 미용업,2020,80,217,8407,7871,2231,2129,1056,2455,2059
전라남도,가정용 세탁업,2018,114,170,8044,6409,-,336,567,5506,301
전라남도,가정용 세탁업,2019,97,136,7538,5019,2577,212,554,1676,210
전라남도,가정용 세탁업,2020,103,148,7264,6040,1591,260,588,3601,228
전라남도,기타 프랜차이즈,2018,739,2265,290894,276515,-,27483,9760,239272,25040
전라남도,기타 프랜차이즈,2019,718,2158,280948,257382,190153,24138,9551,33540,23175
전라남도,기타 프랜차이즈,2020,804,2228,290423,269959,199812,27286,9363,33498,25216
경상북도,체인화 편의점,2018,1926,7134,898571,865687,-,56902,20987,787798,46597
경상북도,체인화 편의점,2019,1922,8304,1006655,944376,723957,82247,37885,100287,80567
경상북도,체인화 편의점,2020,2191,8169,993246,989548,707809,68358,20847,192534,57634
경상북도,문구용품 및 회화용품 소매업,2018,81,200,31952,29398,-,1953,998,26447,1740
경상북도,문구용품 및 회화용품 소매업,2019,72,184,24626,21878,17631,1649,1033,1565,1549
경상북도,문구용품 및 회화용품 소매업,2020,73,194,27285,25381,20585,1984,873,1939,1836
경상북도,의약품 및 의료용품 소매업,2018,135,428,132294,116060,-,9125,2182,104753,7981
경상북도,의약품 및 의료용품 소매업,2019,144,457,150162,139977,116337,9268,3491,10881,8820
경상북도,의약품 및 의료용품 소매업,2020,152,440,153704,136971,116507,8419,2305,9741,7858
경상북도,안경 및 렌즈 소매업,2018,126,367,42316,36167,-,6208,3747,26212,5558
경상북도,안경 및 렌즈 소매업,2019,120,352,38102,32607,18945,6054,4211,3397,5802
경상북도,안경 및 렌즈 소매업,2020,123,323,38661,34521,18071,6590,3909,5950,6051
경상북도,한식 음식점업,2018,1333,4884,321326,283390,-,49970,21116,212304,47330
경상북도,한식 음식점업,2019,1440,5167,364723,317795,189374,56077,26758,45586,55089
경상북도,한식 음식점업,2020,1642,4697,342299,319039,173917,55116,22255,67751,49760
경상북도,외국식 음식점업,2018,259,1109,68370,60404,-,13617,4653,42134,12494
경상북도,외국식 음식점업,2019,247,1066,71434,63743,33108,15229,4954,10452,14810
경상북도,외국식 음식점업,2020,295,1045,77390,73205,35509,17701,5322,14673,17245
경상북도,제과점업,2018,323,1269,124428,116275,-,11265,5127,99883,10264
경상북도,제과점업,2019,350,1352,130384,117443,84758,14792,5503,12389,14615
경상북도,제과점업,2020,351,1354,139791,130530,84410,16491,8501,21128,15978
경상북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,568,2172,134836,121558,-,21918,7273,92367,18295
경상북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,592,2352,176032,139306,72857,20987,9646,35816,20512
경상북도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,649,2144,166897,151296,85119,22306,8991,34881,20825
경상북도,치킨전문점,2018,1568,3392,199228,155387,-,10267,9298,135822,9316
경상북도,치킨전문점,2019,1546,3305,208425,158628,113377,9732,12035,23484,9568
경상북도,치킨전문점,2020,1604,3101,207663,179289,122321,12078,8619,36272,10490
경상북도,"김밥, 기타 간이음식점 및 포장 판매점",2018,644,1862,93175,79366,-,12100,6839,60427,11088
경상북도,"김밥, 기타 간이음식점 및 포장 판매점",2019,628,1854,96329,81045,46511,15567,8535,10431,15470
경상북도,"김밥, 기타 간이음식점 및 포장 판매점",2020,718,1756,100913,85718,51264,12344,6958,15151,11643
경상북도,생맥주 및 기타 주점업,2018,701,1410,76356,62549,-,6869,6378,49302,6358
경상북도,생맥주 및 기타 주점업,2019,601,1189,68740,54631,31756,7271,6644,8960,7175
경상북도,생맥주 및 기타 주점업,2020,598,1101,59365,52322,26962,6580,6162,12618,5848
경상북도,커피 및 기타 비알코올 음료점업,2018,786,2669,120784,103989,-,21890,10926,71173,20572
경상북도,커피 및 기타 비알코올 음료점업,2019,810,2825,138413,111958,55300,24255,14503,17900,23679
경상북도,커피 및 기타 비알코올 음료점업,2020,958,2821,148172,130108,57895,30630,12889,28693,26589
경상북도,자동차 전문 수리업,2018,418,1573,168001,146656,-,36781,2438,107437,31278
경상북도,자동차 전문 수리업,2019,398,1659,179288,163174,90366,42678,4343,25786,41331
경상북도,자동차 전문 수리업,2020,355,1460,153842,136903,71662,37494,2629,25118,35531
경상북도,두발 미용업,2018,79,297,13168,11400,-,2492,1293,7615,2353
경상북도,두발 미용업,2019,62,212,10522,8606,2078,2678,1460,2389,1879
경상북도,두발 미용업,2020,51,192,9512,8873,2588,2045,737,3502,1892
경상북도,가정용 세탁업,2018,175,280,12598,9258,-,1120,1288,6850,1008
경상북도,가정용 세탁업,2019,198,322,11328,7506,2318,1720,1169,2299,1535
경상북도,가정용 세탁업,2020,202,245,10520,7711,3567,130,1080,2935,130
경상북도,기타 프랜차이즈,2018,1022,3147,332618,285033,-,29261,14676,241096,26511
경상북도,기타 프랜차이즈,2019,1118,3247,407586,384422,288843,31472,20105,44002,29878
경상북도,기타 프랜차이즈,2020,1197,3361,414901,382739,269665,40515,20424,52135,36693
경상남도,체인화 편의점,2018,2858,10871,1289492,1235538,-,89266,33907,1112365,72093
경상남도,체인화 편의점,2019,2814,10967,1308599,1160950,893988,103198,33460,130304,95780
경상남도,체인화 편의점,2020,3084,10779,1289673,1284898,917710,84141,42794,240253,72280
경상남도,문구용품 및 회화용품 소매업,2018,133,372,64205,59444,-,5170,2188,52086,4315
경상남도,문구용품 및 회화용품 소매업,2019,140,358,63594,56556,43249,4188,2096,7023,3986
경상남도,문구용품 및 회화용품 소매업,2020,132,385,62454,57663,43542,4771,3022,6329,4484
경상남도,의약품 및 의료용품 소매업,2018,194,701,236519,213402,-,17282,5128,190992,15101
경상남도,의약품 및 의료용품 소매업,2019,202,717,223532,206060,175353,13539,3949,13218,12704
경상남도,의약품 및 의료용품 소매업,2020,209,697,225289,205587,173660,14018,3686,14223,11749
경상남도,안경 및 렌즈 소매업,2018,208,544,58801,51140,-,9089,5831,36220,8029
경상남도,안경 및 렌즈 소매업,2019,211,536,60975,52064,29537,8369,6468,7691,8072
경상남도,안경 및 렌즈 소매업,2020,209,532,61288,54697,29073,9755,6343,9526,9132
경상남도,한식 음식점업,2018,2059,7393,489507,439443,-,71400,37026,331017,66905
경상남도,한식 음식점업,2019,2135,7303,490678,421859,241297,82713,44468,53382,80589
경상남도,한식 음식점업,2020,2303,6532,461761,433112,227322,68552,34155,103082,64914
경상남도,외국식 음식점업,2018,405,1848,119498,104023,-,22719,9567,71737,20952
경상남도,외국식 음식점업,2019,397,1841,123292,109125,54338,25035,11055,18697,24060
경상남도,외국식 음식점업,2020,433,1602,108362,102691,50500,20833,7032,24325,19431
경상남도,제과점업,2018,458,1844,165637,154686,-,15401,9008,130277,14013
경상남도,제과점업,2019,470,1938,166978,153396,107798,18736,9334,17529,18429
경상남도,제과점업,2020,486,1898,172738,163117,106277,17832,10924,28083,17585
경상남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,812,3341,195383,175704,-,28503,12350,134851,26894
경상남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,809,3283,187736,163719,90758,29817,13375,29769,28922
경상남도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,933,3132,213042,196985,111296,29605,11306,44778,28366
경상남도,치킨전문점,2018,2096,4728,280117,233536,-,15397,15167,202972,14444
경상남도,치킨전문점,2019,2239,5259,382247,309130,210889,26591,23770,47880,23253
경상남도,치킨전문점,2020,2333,4901,386303,343464,222432,19286,18896,82850,17199
경상남도,"김밥, 기타 간이음식점 및 포장 판매점",2018,787,2489,121983,106685,-,17446,9401,79838,16753
경상남도,"김밥, 기타 간이음식점 및 포장 판매점",2019,836,2825,150541,125189,68329,26840,11608,18412,25848
경상남도,"김밥, 기타 간이음식점 및 포장 판매점",2020,1018,2661,156316,137110,78948,20737,11162,26263,19505
경상남도,생맥주 및 기타 주점업,2018,1002,2229,117996,99767,-,11835,11198,76734,10959
경상남도,생맥주 및 기타 주점업,2019,887,2082,114731,89337,52056,11673,11779,13830,11437
경상남도,생맥주 및 기타 주점업,2020,843,1810,89835,80232,41511,12146,7438,19137,11590
경상남도,커피 및 기타 비알코올 음료점업,2018,1052,3828,164886,144314,-,29747,17353,97214,28214
경상남도,커피 및 기타 비알코올 음료점업,2019,1037,3803,176515,148632,70514,32397,20952,24769,31375
경상남도,커피 및 기타 비알코올 음료점업,2020,1415,4083,197505,174747,78219,35513,18786,42229,32516
경상남도,자동차 전문 수리업,2018,628,2026,229444,202924,-,48855,4306,149763,40758
경상남도,자동차 전문 수리업,2019,629,2165,241126,210898,123026,49305,6450,32116,46846
경상남도,자동차 전문 수리업,2020,412,1617,198847,176679,99828,43487,4025,29338,40095
경상남도,두발 미용업,2018,119,559,25663,22489,-,6534,2853,13102,5991
경상남도,두발 미용업,2019,111,484,25849,23136,6478,6454,3510,6694,5792
경상남도,두발 미용업,2020,130,540,26600,23464,5412,5766,3234,9052,4793
경상남도,가정용 세탁업,2018,286,481,26248,20986,-,2841,2292,15853,2464
경상남도,가정용 세탁업,2019,283,461,20924,15656,6641,2169,2782,4065,1979
경상남도,가정용 세탁업,2020,280,427,19075,14884,7087,2508,1461,3829,2081
경상남도,기타 프랜차이즈,2018,1485,4590,494680,390349,-,46756,22745,320848,43175
경상남도,기타 프랜차이즈,2019,1576,4806,519920,484147,340797,53938,31183,58229,51177
경상남도,기타 프랜차이즈,2020,1688,4942,543347,503913,309375,68860,35112,90566,63865
제주특별자치도,체인화 편의점,2018,1026,4022,497896,468847,-,38716,12465,417666,30250
제주특별자치도,체인화 편의점,2019,1075,4500,499092,497019,341430,43007,14819,97763,34296
제주특별자치도,체인화 편의점,2020,1183,4411,491558,491380,341138,39734,10153,100354,35450
제주특별자치도,문구용품 및 회화용품 소매업,2018,23,58,7799,7220,-,398,350,6472,313
제주특별자치도,문구용품 및 회화용품 소매업,2019,21,58,7615,6927,5648,518,342,419,488
제주특별자치도,문구용품 및 회화용품 소매업,2020,21,60,7812,6832,5070,510,330,922,414
제주특별자치도,의약품 및 의료용품 소매업,2018,46,142,32563,29184,-,2554,847,25783,2148
제주특별자치도,의약품 및 의료용품 소매업,2019,54,165,44557,40341,33128,3460,802,2951,2962
제주특별자치도,의약품 및 의료용품 소매업,2020,57,160,44540,40040,32313,3500,979,3248,3456
제주특별자치도,안경 및 렌즈 소매업,2018,40,131,15359,13499,-,2688,1517,9294,2277
제주특별자치도,안경 및 렌즈 소매업,2019,49,166,22780,19635,10064,4498,1952,3121,3778
제주특별자치도,안경 및 렌즈 소매업,2020,54,154,21652,19527,9710,3980,2572,3266,3819
제주특별자치도,한식 음식점업,2018,228,1031,64066,57673,-,12646,4124,40903,11568
제주특별자치도,한식 음식점업,2019,279,1213,80068,70467,41408,15219,5701,8140,15034
제주특별자치도,한식 음식점업,2020,384,1109,78002,72724,36992,13661,5322,16749,12850
제주특별자치도,외국식 음식점업,2018,69,483,31322,28306,-,7018,1880,19408,6656
제주특별자치도,외국식 음식점업,2019,81,568,40336,37811,22601,9074,2187,3949,8779
제주특별자치도,외국식 음식점업,2020,76,480,36219,34932,16432,6872,3107,8520,6569
제주특별자치도,제과점업,2018,108,479,48805,43897,-,6350,3599,33948,5613
제주특별자치도,제과점업,2019,112,548,44103,40906,28012,6986,2675,3232,6284
제주특별자치도,제과점업,2020,113,528,45661,43413,26269,7075,3051,7018,6595
제주특별자치도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2018,128,566,34561,27400,-,5684,1623,20093,4898
제주특별자치도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2019,151,748,43651,38771,21249,7919,2346,7257,7496
제주특별자치도,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020,178,717,50867,46076,26320,8692,2433,8631,8623
제주특별자치도,치킨전문점,2018,319,904,60217,50471,-,5885,2998,41588,5342
제주특별자치도,치킨전문점,2019,335,968,75237,61447,42310,8279,3672,7187,7946
제주특별자치도,치킨전문점,2020,389,889,81738,70386,43224,7290,4185,15687,6644
제주특별자치도,"김밥, 기타 간이음식점 및 포장 판매점",2018,145,496,27250,23948,-,4352,1918,17678,3883
제주특별자치도,"김밥, 기타 간이음식점 및 포장 판매점",2019,157,574,32119,28017,15363,5372,2562,4720,5306
제주특별자치도,"김밥, 기타 간이음식점 및 포장 판매점",2020,214,612,38140,33901,19934,5653,2699,5615,5090
제주특별자치도,생맥주 및 기타 주점업,2018,190,531,32056,25968,-,4836,2503,18629,4378
제주특별자치도,생맥주 및 기타 주점업,2019,181,492,29572,23698,12960,4494,3031,3213,4357
제주특별자치도,생맥주 및 기타 주점업,2020,189,452,25943,22060,10936,4046,2226,4851,3808
제주특별자치도,커피 및 기타 비알코올 음료점업,2018,210,852,38009,32992,-,7958,3551,21483,7324
제주특별자치도,커피 및 기타 비알코올 음료점업,2019,216,799,41904,34420,16380,8524,3967,5549,8388
제주특별자치도,커피 및 기타 비알코올 음료점업,2020,250,855,42900,36703,15557,9101,3949,8096,8796
제주특별자치도,자동차 전문 수리업,2018,78,417,46147,40143,-,10304,665,29174,8212
제주특별자치도,자동차 전문 수리업,2019,77,454,46214,41386,22547,11786,688,6365,11140
제주특별자치도,자동차 전문 수리업,2020,73,399,45379,40349,21105,11160,973,7112,9685
제주특별자치도,두발 미용업,2018,23,81,3440,2819,-,1020,398,1401,1016
제주특별자치도,두발 미용업,2019,26,93,4296,3247,325,1126,487,1309,1077
제주특별자치도,두발 미용업,2020,34,116,6273,5269,593,2748,675,1253,2621
제주특별자치도,가정용 세탁업,2018,56,74,2631,1857,-,133,420,1304,119
제주특별자치도,가정용 세탁업,2019,84,126,5072,4413,2124,476,778,1036,440
제주특별자치도,가정용 세탁업,2020,76,91,3830,2896,1150,219,647,880,142
제주특별자치도,기타 프랜차이즈,2018,333,1200,118745,107105,-,16618,5828,84659,14818
제주특별자치도,기타 프랜차이즈,2019,390,1328,148973,136453,87971,19161,8340,20980,17320
제주특별자치도,기타 프랜차이즈,2020,446,1683,165421,161744,98764,23436,13905,25639,20890
